0.000000000000000000e+00	0.000000000000000000e+00
3.133483796162005088e-03	-1.661028475751469941e-09
4.395588520684343484e-03	-5.837651144227718984e-09
5.412745897265772155e-03	-1.030944163259705548e-08
6.209684094535455022e-03	-1.503449768591197166e-08
6.824699432682788079e-03	-1.985680442458081763e-08
7.325305316664984003e-03	-2.463731152583748528e-08
7.749660093582743346e-03	-2.944679446478673066e-08
8.116189559280392180e-03	-3.423294593158090264e-08
8.439276284167305034e-03	-3.902293818742178068e-08
8.727745612589377089e-03	-4.379972803933904343e-08
8.988511279293297934e-03	-4.857638600223235696e-08
9.226263243862385319e-03	-5.334469100239218284e-08
9.444863974729144143e-03	-5.811233941632426727e-08
9.647068996699408733e-03	-6.287432647236832040e-08
9.835252697518129250e-03	-6.763570151751163865e-08
1.001116620463388292e-02	-7.239304047379108650e-08
1.017637209865804651e-02	-7.714989614346423931e-08
1.033205119674538049e-02	-8.190375852542513735e-08
1.047928603791474164e-02	-8.665725625221988423e-08
1.061891019325569493e-02	-9.140846266668573817e-08
1.075170434722711420e-02	-9.615939798097165181e-08
1.087827871286272188e-02	-1.009085333512276186e-07
1.099921472624411194e-02	-1.056574682711003540e-07
1.111497245877698589e-02	-1.104049585044749511e-07
1.122599655261581966e-02	-1.151523010451714773e-07
1.133264244524242320e-02	-1.198984628268796390e-07
1.143525776042468405e-02	-1.246445163283452612e-07
1.153412278963302298e-02	-1.293895897347076837e-07
1.162951444261090157e-02	-1.341345844463980656e-07
1.172165765155992571e-02	-1.388787546928156074e-07
1.181077657051550836e-02	-1.436228685942899486e-07
1.189705445002445239e-02	-1.483662808368459763e-07
1.198067528765274503e-02	-1.531096537276456496e-07
1.206179035197319643e-02	-1.578524233435330868e-07
1.214055253470517660e-02	-1.625951666054055769e-07
1.221708815593330714e-02	-1.673373864717908752e-07
1.229152563868390891e-02	-1.720795899768206106e-07
1.236397155534736149e-02	-1.768213357173381110e-07
1.243453481700088244e-02	-1.815630728100265202e-07
1.250330616105618277e-02	-1.863044066390196174e-07
1.257037874883786509e-02	-1.910457377912653050e-07
1.263583047214994655e-02	-1.957867113733378865e-07
1.269974163974552962e-02	-2.005276869076000182e-07
1.276217961353080799e-02	-2.052683435142993827e-07
1.282321411000461424e-02	-2.100090056611823014e-07
1.288290377753929794e-02	-2.147493818183321806e-07
1.294130952474296242e-02	-2.194897662912764593e-07
1.299848272734224243e-02	-2.242298930520062074e-07
1.305447690986387410e-02	-2.289700302665914916e-07
1.310933733024622835e-02	-2.337099342057265865e-07
1.316311127621661546e-02	-2.384498502339772936e-07
1.321583882228792931e-02	-2.431895542325164394e-07
1.326756195217875314e-02	-2.479292715572174213e-07
1.331831631950663487e-02	-2.526687954269099209e-07
1.336813936866627049e-02	-2.574083335433056347e-07
1.341706295965438243e-02	-2.621476945281693540e-07
1.346512062921064248e-02	-2.668870704279953079e-07
1.351234096353436977e-02	-2.716262836102197082e-07
1.355875411719516775e-02	-2.763655121741423552e-07
1.360438583632414371e-02	-2.811045908050348533e-07
1.364926333334478756e-02	-2.858436851231627701e-07
1.369340987851814379e-02	-2.905826408948441387e-07
1.373685011283779997e-02	-2.953216125302825922e-07
1.377960513832281533e-02	-3.000604558001808130e-07
1.382169733864538168e-02	-3.047993150071368676e-07
1.386314590886774528e-02	-3.095380549846017250e-07
1.390397124290694217e-02	-3.142768108899574549e-07
1.394419085194375206e-02	-3.190154557922712458e-07
1.398382336920156802e-02	-3.237541165475943322e-07
1.402288481336031595e-02	-3.284926737310942079e-07
